book_id,text_reviews_count,language_code,average_rating,authors,publication_year,title
295,5328.0,eng,3.82,"[{'author_id': '854076', 'role': ''}]",2001,Treasure Island
11594257,4605.0,en-GB,4.00,"[{'author_id': '4637369', 'role': ''}]",2012,"Under the Never Sky (Under the Never Sky, #1)"
16076787,1479.0,ara,3.16,"[{'author_id': '1479015', 'role': ''}]",2012,السنجة
6202342,8386.0,en-GB,3.24,"[{'author_id': '498072', 'role': ''}]",2009,Her Fearful Symmetry
13517455,2606.0,eng,3.92,"[{'author_id': '5768611', 'role': ''}]",2013,"Reboot (Reboot, #1)"
10959277,4724.0,eng,3.58,"[{'author_id': '569269', 'role': ''}, {'author_id': '27621', 'role': ''}]",2011,The Future of Us
99107,2195.0,eng,4.34,"[{'author_id': '81466', 'role': ''}, {'author_id': '57085', 'role': 'Illustrations'}]",2001,"Winnie-the-Pooh (Winnie-the-Pooh, #1)"
257845,2670.0,en-US,4.13,"[{'author_id': '27034', 'role': ''}]",2002,True Grit
25663717,1613.0,eng,3.93,"[{'author_id': '14056202', 'role': ''}]",2016,The Two-Family House
16045140,1753.0,en-CA,3.30,"[{'author_id': '6539565', 'role': ''}]",,The Love Affairs of Nathaniel P.
6642715,4441.0,eng,4.17,"[{'author_id': '6542440', 'role': ''}, {'author_id': '6517464', 'role': ''}, {'author_id': '9886128', 'role': 'Translator'}, {'author_id': '3402862', 'role': 'mtrjm'}]",2010,The Forty Rules of Love
333867,1593.0,en-US,4.13,"[{'author_id': '10992', 'role': ''}, {'author_id': '1221698', 'role': 'Introduction'}]",,The Stars My Destination
13588394,2229.0,eng,3.97,"[{'author_id': '3387859', 'role': ''}]",,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't
18339630,1700.0,eng,3.93,"[{'author_id': '8359', 'role': ''}]",2014,All My Puny Sorrows
7141642,4264.0,eng,4.03,"[{'author_id': '6538289', 'role': ''}]",2010,The Thousand Autumns of Jacob de Zoet
17212231,29204.0,eng,3.81,"[{'author_id': '630', 'role': ''}]",2013,"Inferno (Robert Langdon, #4)"
13645645,1470.0,eng,3.88,"[{'author_id': '89439', 'role': ''}]",2014,"Uninvited (Uninvited, #1)"
18490,13928.0,eng,3.76,"[{'author_id': '11139', 'role': ''}, {'author_id': '45882', 'role': 'contributor'}, {'author_id': '52850', 'role': 'Editor, Introduction'}]",2003,Frankenstein
25657130,2120.0,eng,4.29,"[{'author_id': '1229281', 'role': ''}, {'author_id': '1291820', 'role': ''}]",2015,All American Boys
25179,4825.0,eng,4.06,"[{'author_id': '14151', 'role': ''}]",2003,Blankets
8857310,1605.0,,3.60,"[{'author_id': '2122', 'role': ''}]",2011,Unfamiliar Fishes
9677870,1476.0,en-US,4.44,"[{'author_id': '339632', 'role': ''}, {'author_id': '4561449', 'role': 'Translator'}]",2011,Press Here
105576,1766.0,en-GB,3.43,"[{'author_id': '61124', 'role': ''}]",,Five Point Someone
7405450,1583.0,eng,4.31,"[{'author_id': '2958084', 'role': ''}]",2009,"Rock Chick Rescue (Rock Chick, #2)"
1470232,2048.0,eng,4.10,"[{'author_id': '54493', 'role': ''}]",2007,Magic Hour
207034,2007.0,en-US,3.26,"[{'author_id': '2347', 'role': ''}]",2006,"The Prophet of Yonwood (Book of Ember, #3)"
80660,9656.0,eng,4.07,"[{'author_id': '45922', 'role': ''}]",2006,We Need to Talk About Kevin
27362503,14236.0,eng,4.43,"[{'author_id': '5430144', 'role': ''}]",,It Ends with Us
25686927,2047.0,eng,4.34,"[{'author_id': '7737308', 'role': ''}, {'author_id': '1935000', 'role': ''}]",2015,Him (Him #1)
78418,4099.0,eng,3.95,"[{'author_id': '36746', 'role': ''}, {'author_id': '44524', 'role': 'Illustrator'}]",1999,"The Reptile Room (A Series of Unfortunate Events, #2)"
5161066,3769.0,eng,4.01,"[{'author_id': '17061', 'role': ''}]",,"Dead and Gone (Sookie Stackhouse, #9)"
10874177,4432.0,en-CA,3.79,"[{'author_id': '2891665', 'role': ''}]",2013,"Etiquette & Espionage (Finishing School, #1)"
1923820,3462.0,eng,4.43,"[{'author_id': '5158478', 'role': ''}]",2008,Holy Bible: King James Version
18765,1571.0,eng,4.27,"[{'author_id': '3012988', 'role': ''}]",1989,"I, Claudius (Claudius, #1)"
10816297,1462.0,eng,4.30,"[{'author_id': '14989', 'role': ''}]",2012,"Kill Shot (Mitch Rapp, #2)"
115076,3997.0,eng,3.69,"[{'author_id': '66631', 'role': ''}]",,Love Walked In
9415951,1705.0,eng,3.79,"[{'author_id': '4254441', 'role': ''}]",2011,Forgotten
7173336,1910.0,en-US,4.18,"[{'author_id': '67487', 'role': ''}]",,The Mountain Between Us
33443,1915.0,eng,3.72,"[{'author_id': '18819', 'role': ''}]",2006,"Chocolate Chip Cookie Murder (Hannah Swensen, #1)"
5470,37995.0,eng,4.14,"[{'author_id': '3706', 'role': ''}, {'author_id': '3706', 'role': ''}, {'author_id': '8788', 'role': 'Afterword'}]",1950,1984
7841677,1626.0,eng,4.04,"[{'author_id': '106637', 'role': ''}]",2010,"The Dirty Life: On Farming, Food, and Love"
1774836,1685.0,en-US,4.11,"[{'author_id': '51589', 'role': ''}]",2008,The Palace of Illusions
6261961,2704.0,en-GB,3.56,"[{'author_id': '71438', 'role': ''}]",2009,Labor Day
28363972,1797.0,,4.13,"[{'author_id': '3041690', 'role': ''}]",2016,The Last Days of Night
7948230,3878.0,en-US,3.82,"[{'author_id': '125736', 'role': ''}]",,"Crooked Letter, Crooked Letter"
7091370,2114.0,en-US,3.57,"[{'author_id': '4415', 'role': ''}]",2010,"The Carrie Diaries (The Carrie Diaries, #1)"
10365,7868.0,,4.04,"[{'author_id': '6810', 'role': ''}]",2000,Where the Red Fern Grows
7825557,2432.0,en-US,4.04,"[{'author_id': '3407883', 'role': ''}]",2010,"A Tale Dark & Grimm (A Tale Dark & Grimm, #1)"
27239265,2368.0,eng,4.16,"[{'author_id': '14126306', 'role': ''}]",,"The Short Drop (Gibson Vaughn, #1)"
7148256,3365.0,eng,3.75,"[{'author_id': '9987', 'role': ''}]",2010,"The Red Queen (The Plantagenet and Tudor Novels, #3)"
295649,1733.0,eng,4.11,"[{'author_id': '170658', 'role': ''}]",2010,"Bloody Jack (Bloody Jack, #1)"
17926775,1911.0,eng,3.97,"[{'author_id': '7091823', 'role': ''}]",2014,"Stolen Songbird (The Malediction Trilogy, #1)"
23164983,7299.0,eng,4.07,"[{'author_id': '3046613', 'role': ''}]",,"Hollow City (Miss Peregrine’s Peculiar Children, #2)"
7494,3973.0,eng,4.16,"[{'author_id': '3780', 'role': ''}]",2003,Suzanne's Diary for Nicholas
2954411,3138.0,en-US,3.83,"[{'author_id': '363405', 'role': ''}]",2008,Living Dead Girl
6688087,1540.0,en-GB,3.87,"[{'author_id': '2541526', 'role': ''}]",2010,"The Crossing Places (Ruth Galloway, #1)"
13586707,8227.0,eng,3.89,"[{'author_id': '44085', 'role': ''}, {'author_id': '183680', 'role': 'Translator'}]",2012,My Brilliant Friend (The Neapolitan Novels #1)
76334,5301.0,eng,4.03,"[{'author_id': '4493', 'role': ''}]",2006,A New Earth: Awakening to Your Life's Purpose
6609748,1895.0,eng,3.89,"[{'author_id': '225455', 'role': ''}, {'author_id': '3118934', 'role': 'Illustrations'}]",2010,The Mysterious Howling (The Incorrigible Children of Ashton Place #1)
15808287,2701.0,eng,3.42,"[{'author_id': '11630', 'role': ''}]",2013,Mrs. Lincoln's Dressmaker
4134071,2858.0,eng,3.93,"[{'author_id': '17015', 'role': ''}, {'author_id': '17010', 'role': ''}]",,"Hunted (House of Night, #5)"
227265,4201.0,eng,3.98,"[{'author_id': '10330', 'role': ''}]",1995,Ishmael: An Adventure of the Mind and Spirit
13448656,2890.0,eng,4.43,"[{'author_id': '2958084', 'role': ''}]",2012,"Motorcycle Man (Dream Man, #4)"
25711641,2147.0,eng,4.38,"[{'author_id': '5769238', 'role': ''}]",2015,"Tyrant (King, #2)"
2802316,8659.0,en-US,4.37,"[{'author_id': '137902', 'role': ''}]",,"Shadow Kiss (Vampire Academy, #3)"
6628,1745.0,eng,3.92,"[{'author_id': '4432', 'role': ''}]",2006,"The Big Over Easy (Nursery Crime, #1)"
11553,1522.0,eng,4.32,"[{'author_id': '5244478', 'role': ''}]",1992,Boy's Life
11557,2000.0,eng,4.28,"[{'author_id': '5244478', 'role': ''}]",1987,Swan Song
10866624,2990.0,eng,3.85,"[{'author_id': '836009', 'role': ''}]",2012,"Unspoken (The Lynburn Legacy, #1)"
7324659,1976.0,en-US,3.74,"[{'author_id': '1124', 'role': ''}]",2010,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook
13628209,3953.0,en-GB,3.95,"[{'author_id': '5434809', 'role': ''}]",2012,The Boy Who Sneaks in My Bedroom Window
4934,5624.0,eng,4.31,"[{'author_id': '3137322', 'role': ''}, {'author_id': '3357', 'role': 'Translator'}, {'author_id': '3358', 'role': 'Translator'}]",2002,The Brothers Karamazov
22749539,3590.0,eng,4.36,"[{'author_id': '1244538', 'role': ''}]",2015,Echo
15844362,6294.0,eng,4.21,"[{'author_id': '2987125', 'role': ''}]",2014,"The One (The Selection, #3)"
20640755,1679.0,eng,4.17,"[{'author_id': '7795802', 'role': ''}]",2014,"The Book of Ivy (The Book of Ivy, #1)"
19156898,1528.0,eng,3.87,"[{'author_id': '137561', 'role': ''}, {'author_id': '4246090', 'role': 'Illustrator '}]",2014,The Fourteenth Goldfish
23587984,2905.0,en-US,4.13,"[{'author_id': '5430144', 'role': ''}]",2014,"Maybe Not (Maybe, #1.5)"
9815702,1548.0,en-US,4.11,"[{'author_id': '1857564', 'role': ''}]",2011,"Drink Deep (Chicagoland Vampires, #5)"
9634967,3161.0,eng,3.67,"[{'author_id': '33773', 'role': ''}]",2011,"Robopocalypse (Robopocalypse, #1)"
29059,4822.0,eng,3.69,"[{'author_id': '2546', 'role': ''}]",2002,Choke
10161216,2155.0,eng,3.66,"[{'author_id': '517286', 'role': ''}]",2012,"Mr. Churchill's Secretary (Maggie Hope Mystery, #1)"
9545064,3141.0,,3.92,"[{'author_id': '22506', 'role': ''}]",2011,The Story of Beautiful Girl
11389875,3133.0,eng,4.04,"[{'author_id': '3447', 'role': ''}]",2014,"Edge of Eternity (The Century Trilogy, #3)"
6686101,1624.0,en-US,4.18,"[{'author_id': '1599723', 'role': ''}]",2011,"Plague (Gone, #4)"
6917952,2520.0,eng,3.98,"[{'author_id': '17015', 'role': ''}, {'author_id': '17010', 'role': ''}]",2010,"Burned (House of Night, #7)"
16031620,5611.0,ara,3.80,"[{'author_id': '1633682', 'role': ''}]",2012,الفيل الأزرق
27189194,1595.0,eng,4.09,"[{'author_id': '6572605', 'role': ''}]",2016,One True Loves
22544024,2966.0,eng,4.17,"[{'author_id': '60390', 'role': ''}]",2015,Secrets of a Charmed Life
386187,6106.0,eng,3.90,"[{'author_id': '4952', 'role': ''}]",,Midnight in the Garden of Good and Evil
7905092,11715.0,eng,3.73,"[{'author_id': '2578', 'role': ''}]",,Freedom
9961796,9781.0,en-US,4.00,"[{'author_id': '3095893', 'role': ''}]",2011,"Lola and the Boy Next Door (Anna and the French Kiss, #2)"
78411,11044.0,eng,3.90,"[{'author_id': '36746', 'role': ''}, {'author_id': '44524', 'role': 'Illustrator'}]",1999,"The Bad Beginning (A Series of Unfortunate Events, #1)"
6585201,2908.0,eng,4.54,"[{'author_id': '10746', 'role': ''}]",,"Changes (The Dresden Files, #12)"
22571275,2171.0,eng,3.82,"[{'author_id': '56224', 'role': ''}]",2015,"All Fall Down (Embassy Row, #1)"
99561,42454.0,eng,4.08,"[{'author_id': '1406384', 'role': ''}]",2006,Looking for Alaska
13605723,2497.0,eng,4.49,"[{'author_id': '4476934', 'role': ''}]",2013,"Sentinel (Covenant, #5)"
77156,3545.0,en-US,4.00,"[{'author_id': '16266', 'role': ''}]",,"Plainsong (Plainsong, #1)"
3228917,18390.0,en-US,4.11,"[{'author_id': '1439', 'role': ''}]",2008,Outliers: The Story of Success
20560137,7782.0,eng,4.32,"[{'author_id': '7770873', 'role': ''}]",2015,"An Ember in the Ashes (An Ember in the Ashes, #1)"
77142,3615.0,eng,3.80,"[{'author_id': '1873', 'role': ''}]",,Snow Falling on Cedars
6621287,2312.0,ara,3.72,"[{'author_id': '1109606', 'role': ''}, {'author_id': '2993185', 'role': ''}]",2009,com نسيان
16793,9685.0,eng,4.08,"[{'author_id': '1221698', 'role': ''}]",2006,Stardust
18051352,1919.0,eng,4.11,"[{'author_id': '151371', 'role': ''}]",2014,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)"
16033909,1663.0,eng,4.01,"[{'author_id': '24978', 'role': ''}]",2013,"Burn (Breathless, #3)"
16033902,3350.0,eng,3.96,"[{'author_id': '24978', 'role': ''}]",2013,"Rush (Breathless, #1)"
16033906,2094.0,en-GB,4.01,"[{'author_id': '24978', 'role': ''}]",2013,"Fever (Breathless, #2)"
13438524,7941.0,eng,3.76,"[{'author_id': '3541', 'role': ''}]",2012,Flight Behavior
31176886,3568.0,eng,3.69,"[{'author_id': '941441', 'role': ''}]",2016,The Chemist
77767,2901.0,eng,4.18,"[{'author_id': '5300', 'role': ''}, {'author_id': '30916', 'role': 'Illustrator'}]",2008,"Little House on the Prairie (Little House, #2)"
56465,1855.0,,4.19,"[{'author_id': '31933', 'role': ''}]",2000,The Gift of Fear: Survival Signals That Protect Us from Violence
17399160,4901.0,eng,3.98,"[{'author_id': '6947727', 'role': ''}]",2014,"Snow Like Ashes (Snow Like Ashes, #1)"
10400407,1938.0,ara,3.33,"[{'author_id': '3162181', 'role': ''}]",2011,في ديسمبر تنتهي كل الأحلام
15993203,1479.0,eng,3.79,"[{'author_id': '88685', 'role': ''}]",2016,"The Dark Days Club (Lady Helen, #1)"
9902278,1532.0,eng,3.46,"[{'author_id': '3134707', 'role': ''}]",2011,The Borrower
18816603,10719.0,eng,3.94,"[{'author_id': '7128', 'role': ''}]",2014,Leaving Time
15752757,1770.0,eng,4.45,"[{'author_id': '2958084', 'role': ''}]",2013,"Rock Chick Revolution (Rock Chick, #8)"
4078927,10778.0,eng,3.70,"[{'author_id': '374590', 'role': ''}]",2009,Little Bee
32499,1675.0,eng,3.95,"[{'author_id': '721', 'role': ''}]",2006,The Pelican Brief
13206900,16152.0,eng,4.49,"[{'author_id': '4684322', 'role': ''}]",2015,"Winter (The Lunar Chronicles, #4)"
18386,1811.0,eng,4.04,"[{'author_id': '128382', 'role': ''}, {'author_id': '72230', 'role': 'Translator'}]",,The Death of Ivan Ilych
18111281,1661.0,eng,4.12,"[{'author_id': '7145066', 'role': ''}]",2013,A Long Way Home
9361589,46150.0,eng,4.03,"[{'author_id': '4370565', 'role': ''}]",2011,The Night Circus
2029177,4596.0,eng,3.75,"[{'author_id': '3780', 'role': ''}, {'author_id': '13613', 'role': ''}]",,Sundays at Tiffany's
106393,1842.0,en-US,4.47,"[{'author_id': '29621', 'role': ''}]",2006,The Coldest Winter Ever
8442457,69096.0,eng,4.03,"[{'author_id': '2383', 'role': ''}]",2012,Gone Girl
10964693,9598.0,eng,3.43,"[{'author_id': '1467', 'role': ''}]",,The Marriage Plot
29749085,1665.0,eng,4.16,"[{'author_id': '4575289', 'role': ''}]",2017,"Wonder Woman: Warbringer (DC Icons, #1)"
32768522,1713.0,eng,4.19,"[{'author_id': '4208569', 'role': ''}]",2017,Carry On
13262061,1986.0,eng,3.81,"[{'author_id': '175329', 'role': ''}]",2012,Liar & Spy
18039755,1547.0,ara,3.74,"[{'author_id': '6911075', 'role': ''}, {'author_id': '7734136', 'role': ''}, {'author_id': '7075765', 'role': 'Translator'}]",2013,حوجن [Ḥawjan]
1420,5737.0,eng,4.01,"[{'author_id': '947', 'role': ''}, {'author_id': '62561', 'role': 'Editor'}, {'author_id': '209528', 'role': 'Editor'}]",2005,Hamlet
1427,2303.0,eng,3.56,"[{'author_id': '566', 'role': ''}, {'author_id': '24758', 'role': 'Translator'}]",2006,The Zahir
1428,2470.0,eng,3.57,"[{'author_id': '566', 'role': ''}, {'author_id': '488758', 'role': 'Translator'}, {'author_id': '15421047', 'role': 'Translator'}]",2006,By the River Piedra I Sat Down and Wept
22328,5225.0,eng,3.88,"[{'author_id': '9226', 'role': ''}]",1984,"Neuromancer (Sprawl, #1)"
22320,1658.0,eng,3.86,"[{'author_id': '9226', 'role': ''}]",2005,"Pattern Recognition (Blue Ant, #1)"
2761356,2585.0,eng,4.30,"[{'author_id': '1077176', 'role': ''}]",2005,The Sweet Gum Tree
80566,4000.0,eng,3.54,"[{'author_id': '7136914', 'role': ''}]",2007,Run
13496084,6855.0,eng,4.30,"[{'author_id': '5430144', 'role': ''}]",2012,"Point of Retreat (Slammed, #2)"
21956060,2098.0,eng,4.20,"[{'author_id': '5351355', 'role': ''}]",2014,"Monster in His Eyes (Monster in His Eyes, #1)"
50033,2336.0,eng,4.08,"[{'author_id': '1630', 'role': ''}]",2000,"Dandelion Wine (Green Town, #1)"
318404,2227.0,eng,4.25,"[{'author_id': '183005', 'role': ''}]",2006,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)"
4136,3579.0,eng,3.95,"[{'author_id': '2849', 'role': ''}]",,Holidays on Ice
9809,2131.0,eng,4.19,"[{'author_id': '155517', 'role': ''}, {'author_id': '6921', 'role': 'translator'}]",1974,Invisible Cities
16158528,1540.0,eng,3.89,"[{'author_id': '63630', 'role': ''}]",2013,Looking for Me
68210,7457.0,en-US,3.84,"[{'author_id': '7491', 'role': ''}]",,"Gilead (Gilead, #1)"
6080420,1626.0,en-US,3.36,"[{'author_id': '486136', 'role': ''}]",2009,Commencement
17204,7400.0,eng,3.41,"[{'author_id': '10465', 'role': ''}]",2007,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)"
16059,1662.0,eng,3.41,"[{'author_id': '9915', 'role': ''}]",2003,The Dive From Clausen's Pier
268602,2461.0,en-US,4.12,"[{'author_id': '17065', 'role': ''}]",2004,"Naked in Death (In Death, #1)"
12444298,1654.0,eng,4.18,"[{'author_id': '48206', 'role': ''}]",2016,"Feverborn (Fever, #8)"
231850,1878.0,en-US,4.28,"[{'author_id': '20730', 'role': ''}]",,Corduroy
6327,4302.0,en-US,4.17,"[{'author_id': '4273', 'role': ''}, {'author_id': '146', 'role': 'Illustrator'}]",1997,The Witches
17285330,1803.0,eng,4.11,"[{'author_id': '3290920', 'role': ''}]",2015,The Last Time We Say Goodbye
11387392,1634.0,en-US,4.04,"[{'author_id': '3415819', 'role': ''}]",2012,The Catastrophic History of You and Me
18864,1535.0,eng,3.83,"[{'author_id': '5237', 'role': ''}]",1999,The Rum Diary
17973653,1517.0,eng,4.07,"[{'author_id': '5423648', 'role': ''}]",2013,"Shine Not Burn (Shine Not Burn, #1)"
97860,1648.0,,4.17,"[{'author_id': '16461', 'role': ''}]",2011,Tuesday
22543496,2831.0,eng,4.24,"[{'author_id': '761595', 'role': ''}]",2015,Elon Musk: Inventing the Future
17331518,2777.0,eng,3.77,"[{'author_id': '4637539', 'role': ''}]",2013,"Fracture Me (Shatter Me, #2.5)"
25817531,2859.0,eng,3.89,"[{'author_id': '8183303', 'role': ''}]",2015,What She Knew (Jim Clemo #1)
3243517,1626.0,ara,4.15,"[{'author_id': '16083673', 'role': ''}, {'author_id': '3121433', 'role': ''}]",2003,رأيت رام الله
5960325,7692.0,eng,3.88,"[{'author_id': '713', 'role': ''}]",2009,Shanghai Girls (Shanghai Girls #1)
11607446,4799.0,eng,4.22,"[{'author_id': '4919495', 'role': ''}, {'author_id': '2086916', 'role': 'Illustrator'}]",2012,"The Wishing Spell (The Land of Stories, #1)"
12505,2186.0,eng,4.18,"[{'author_id': '3137322', 'role': ''}, {'author_id': '69892', 'role': 'Translator'}, {'author_id': '377462', 'role': 'Translator'}, {'author_id': '11328', 'role': 'Introduction'}, {'author_id': '7945', 'role': 'Translator'}]",2003,The Idiot
164154,2863.0,eng,3.97,"[{'author_id': '6025722', 'role': ''}]",2006,A Canticle for Leibowitz
10127019,1818.0,en-US,4.04,"[{'author_id': '278960', 'role': ''}]",,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses
12954620,4978.0,eng,3.83,"[{'author_id': '5295120', 'role': ''}, {'author_id': '38531', 'role': ''}]",2012,"Falling Kingdoms (Falling Kingdoms, #1)"
13517535,5735.0,eng,4.12,"[{'author_id': '4372391', 'role': ''}]",2011,"Thoughtless (Thoughtless, #1)"
350540,3280.0,en-US,3.95,"[{'author_id': '4178', 'role': ''}]",2009,The Road
1118668,4738.0,eng,4.36,"[{'author_id': '11466', 'role': ''}]",2007,The Book Thief
9378297,7485.0,eng,3.96,"[{'author_id': '4086715', 'role': ''}]",2011,"Anna Dressed in Blood (Anna, #1)"
11857408,25251.0,eng,3.87,"[{'author_id': '4725841', 'role': ''}]",2011,"Fifty Shades Darker (Fifty Shades, #2)"
1099301,2813.0,en-US,4.04,"[{'author_id': '543080', 'role': ''}, {'author_id': '3009553', 'role': 'Illustrator'}]",2007,"The Name of This Book Is Secret (Secret, #1)"
11007587,2474.0,en-US,3.99,"[{'author_id': '9291', 'role': ''}]",2011,"Zero Day (John Puller, #1)"
22428828,1908.0,eng,4.10,"[{'author_id': '150038', 'role': ''}, {'author_id': '836009', 'role': ''}]",2015,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)"
599,3269.0,en-US,3.75,"[{'author_id': '375', 'role': ''}]",,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto"
17571564,9098.0,eng,4.17,"[{'author_id': '6984726', 'role': ''}]",2013,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened"
35404657,1504.0,,4.03,"[{'author_id': '5760202', 'role': ''}]",,Dear Aaron
17200687,4763.0,eng,4.15,"[{'author_id': '6875794', 'role': ''}, {'author_id': '13513604', 'role': 'Translator'}]",2012,"Rule (Marked Men, #1)"
18189606,7700.0,eng,4.19,"[{'author_id': '3351454', 'role': ''}]",2014,Since You've Been Gone
3698,1799.0,eng,3.96,"[{'author_id': '2533', 'role': ''}, {'author_id': '41938', 'role': 'Introduction'}]",2004,The Quiet American
830502,4208.0,en-GB,4.19,"[{'author_id': '3389', 'role': ''}]",1987,It
16070018,2612.0,eng,4.37,"[{'author_id': '5131072', 'role': ''}]",2012,"Truth (Consequences, #2)"
31548,1950.0,eng,4.12,"[{'author_id': '4176632', 'role': ''}, {'author_id': '2104', 'role': 'Introduction'}, {'author_id': '3532', 'role': 'Afterword'}]",2007,Of Human Bondage
17690,2919.0,eng,3.98,"[{'author_id': '5223', 'role': ''}, {'author_id': '13007', 'role': 'Translator'}, {'author_id': '13006', 'role': 'Translator'}, {'author_id': '13004', 'role': 'Afterword'}]",2001,The Trial
13262783,13712.0,eng,3.99,"[{'author_id': '11664', 'role': ''}]",2012,"Every Day (Every Day, #1)"
32085,1676.0,eng,4.31,"[{'author_id': '18062', 'role': ''}]",,"All Creatures Great and Small (All Creatures Great and Small, #1-2)"
15055,1501.0,eng,3.75,"[{'author_id': '9399', 'role': ''}]",1997,Oranges Are Not the Only Fruit
7332,3951.0,eng,3.88,"[{'author_id': '656983', 'role': ''}, {'author_id': '9533', 'role': 'Editor'}, {'author_id': '4938', 'role': 'Illustrator'}]",2004,The Silmarillion
18693763,13490.0,eng,3.78,"[{'author_id': '164692', 'role': ''}]",2014,Everything I Never Told You
3673357,1668.0,en-US,3.80,"[{'author_id': '9219', 'role': ''}]",,Very Valentine
2815590,3457.0,eng,3.52,"[{'author_id': '24820', 'role': ''}]",2008,Serena
12368985,4326.0,eng,3.96,"[{'author_id': '5131072', 'role': ''}]",2011,"Consequences (Consequences, #1)"
8299165,1812.0,en-US,3.62,"[{'author_id': '249843', 'role': ''}]",,Chime
8069828,2105.0,eng,4.48,"[{'author_id': '125308', 'role': ''}]",2012,"The Crimson Crown (Seven Realms, #4)"
11713,2403.0,,3.88,"[{'author_id': '4030', 'role': ''}]",2006,The English Patient
30809689,2515.0,eng,4.10,"[{'author_id': '1221698', 'role': ''}]",2017,Norse Mythology
77523,1885.0,en-US,4.45,"[{'author_id': '1077326', 'role': ''}, {'author_id': '2927', 'role': 'Illustrator'}]",1998,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)"
33280872,2320.0,eng,4.02,"[{'author_id': '5430144', 'role': ''}]",2017,Without Merit
17727279,1549.0,eng,4.06,"[{'author_id': '7032185', 'role': ''}]",2013,"Present Perfect (Perfect, #1)"
721003,1986.0,en-US,3.98,"[{'author_id': '137554', 'role': ''}]",2007,Peak (Peak #1)
4961048,3992.0,eng,3.72,"[{'author_id': '90150', 'role': ''}]",2008,Wishful Drinking
9436632,1777.0,en-US,3.95,"[{'author_id': '89439', 'role': ''}]",2011,"Vanish (Firelight, #2)"
25837341,2717.0,eng,3.33,"[{'author_id': '13522695', 'role': ''}]",,The Good Neighbor
13651,2259.0,eng,4.18,"[{'author_id': '874602', 'role': ''}]",1994,The Dispossessed
22716447,5839.0,eng,3.89,"[{'author_id': '194416', 'role': ''}]",2015,Why Not Me?
60400,5399.0,eng,4.20,"[{'author_id': '34049', 'role': ''}]",2006,"The Ruins of Gorlan (Ranger's Apprentice, #1)"
3591262,20212.0,eng,4.28,"[{'author_id': '93353', 'role': ''}]",2009,Cutting for Stone
23714521,2113.0,eng,4.25,"[{'author_id': '96375', 'role': ''}]",2015,Orbiting Jupiter
18114060,2760.0,eng,3.96,"[{'author_id': '24689', 'role': ''}]",2014,Missing You
18114068,2351.0,eng,3.98,"[{'author_id': '7114556', 'role': ''}]",2014,Redeployment
10929432,3123.0,eng,4.02,"[{'author_id': '3099544', 'role': ''}]",2013,"The Archived (The Archived, #1)"
7315573,10494.0,eng,4.26,"[{'author_id': '3447', 'role': ''}]",2010,"Fall of Giants (The Century Trilogy, #1)"
6691426,1966.0,eng,3.41,"[{'author_id': '43393', 'role': ''}]",,"Angelology (Angelology, #1)"
1159679,1560.0,eng,3.39,"[{'author_id': '567167', 'role': ''}]",2007,Gods Behaving Badly
22895264,1726.0,eng,4.08,"[{'author_id': '4476934', 'role': ''}]",2014,"Wicked (A Wicked Saga, #1)"
15823461,5060.0,eng,3.55,"[{'author_id': '97313', 'role': ''}]",2013,The Burgess Boys
11096647,4677.0,eng,4.01,"[{'author_id': '22159', 'role': ''}]",2011,"Flat-Out Love (Flat-Out Love, #1)"
833710,1635.0,eng,3.93,"[{'author_id': '74046', 'role': ''}]",2002,"The Merchant of Death (Pendragon, #1)"
32929,4199.0,en-US,4.27,"[{'author_id': '18479', 'role': ''}, {'author_id': '18480', 'role': 'Illustrator'}]",2007,Goodnight Moon
781110,4664.0,en-US,3.90,"[{'author_id': '10003', 'role': ''}]",2000,Fever 1793
13596166,8949.0,eng,3.90,"[{'author_id': '3389', 'role': ''}]",2013,Joyland
23346719,1653.0,eng,3.58,"[{'author_id': '8074596', 'role': ''}]",2015,Disclaimer
6402364,3236.0,en-US,3.96,"[{'author_id': '798', 'role': ''}, {'author_id': '1928', 'role': ''}]",2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance"
18054175,1960.0,eng,3.61,"[{'author_id': '1251730', 'role': ''}]",2014,The Good Luck of Right Now
23602562,5371.0,,3.96,"[{'author_id': '16266', 'role': ''}]",2015,Our Souls at Night
12959233,6111.0,eng,4.30,"[{'author_id': '3447', 'role': ''}]",2012,Winter of the World (The Century Trilogy #2)
21393526,2640.0,eng,3.59,"[{'author_id': '144323', 'role': ''}]",2015,"Magonia (Magonia, #1)"
25203675,3132.0,eng,3.57,"[{'author_id': '13695109', 'role': ''}]",2016,"The Star-Touched Queen (The Star-Touched Queen, #1)"
